node.exe : Vercel CLI 54.14.2 (Node.js 24.16.0)
At C:\Users\91998\AppData\Roaming\npm\vercel.ps1:24 char:5
+     & "node$exe"  "$basedir/node_modules/vercel/dist/vc.js" $args
+     ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (Vercel CLI 54.14.2 (Node.js 24.16.0):String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
 
Resolving deployment "yohomefix.com"
Fetching project "prj_vVfmOra3Ev7JDKr66tt7Vq15TuDG"
Fetching logs...
TIME         HOST           LEVEL                                                                        STATUS  MESSAGE   
07:08:02.54  yohomefix.com  info   ╬╗ GET /plumber-atlantic-city-water-softener-repair                    ---     (no messaΓÇª
07:08:02.05  yohomefix.com  info   ╬╡ GET /plumber-port-republic-water-softener-repair                    ---     (no messaΓÇª
07:08:02.04  yohomefix.com  info   ╬╡ GET /plumber-pleasantville-water-softener-repair                    ---     (no messaΓÇª
07:08:01.54  yohomefix.com  info   ╬╡ GET /plumber-egg-harbor-city-garbage-disposal-repair                ---     (no messaΓÇª
07:08:01.05  yohomefix.com  info   ╬╡ GET /plumber-brigantine-drain-cleaning                              ---     (no messaΓÇª
07:08:01.04  yohomefix.com  info   ╬╡ GET /plumber-port-republic-drain-cleaning                           200     (no messaΓÇª
07:08:00.54  yohomefix.com  info   ╬╡ GET /areas/los-angeles/91411/water-softener-repair                  ---     (no messaΓÇª
07:08:00.47  yohomefix.com  info   ╬╗ GET /areas/laredo/78041/faucet-repair                               ---     (no messaΓÇª
07:08:00.47  yohomefix.com  info   ╬╡ GET /plumber-chula-sump-pump-repair                                 ---     (no messaΓÇª
07:08:00.46  yohomefix.com  info   ╬╗ GET /plumber-wood-river-ne-whole-house-repiping                     ---     (no messaΓÇª
07:08:00.46  yohomefix.com  info   ╬╡ GET /areas/winsted/55360/emergency                                  ---     (no messaΓÇª
07:08:00.46  yohomefix.com  info   ╬╡ GET /areas/badin/28009/sump-pump-repair                             ---     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╗ GET /areas/sparta-mi/49345/water-heater-repair                      ---     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╡ GET /areas/keller/76177/whole-house-repiping                        404     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╗ GET /areas/orem/84097/faucet-repair                                 ---     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╗ GET /areas/orderville/84758/faucet-repair                           200     (no messaΓÇª
07:08:00.39  yohomefix.com  info   ╬╡ GET /areas/douglas-wy/82633/slab-leak-repair                        ---     (no messaΓÇª
07:08:00.05  yohomefix.com  info   ╬╗ GET /plumber-st-helena-toilet-repair                                200     (no messaΓÇª
07:08:00.04  yohomefix.com  info   ╬╡ GET /plumber-absecon-water-softener-repair                          200     (no messaΓÇª
07:07:59.55  yohomefix.com  info   ╬╡ GET /plumber-north-hills-drain-cleaning                             200     (no messaΓÇª
07:07:59.19  yohomefix.com  info   ╬╗ GET /plumber-jacksonville-nc-toilet-repair                          200     (no messaΓÇª
07:07:59.05  yohomefix.com  info   ╬╡ GET /plumber-pennington-nj-water-line-repair                        200     (no messaΓÇª
07:07:59.04  yohomefix.com  info   ╬╡ GET /plumber-atlantic-city-sewer-line-repair                        200     (no messaΓÇª
07:07:58.63  yohomefix.com  info   ╬╡ GET /areas/phoenix/85254/garbage-disposal-repair                    200     (no messaΓÇª
07:07:58.56  yohomefix.com  info   ╬╗ GET /plumber-burlington-nj-water-softener-repair                    200     (no messaΓÇª
07:07:58.37  yohomefix.com  info   ╬╗ GET /areas/finlayson/55795/sump-pump-repair                         404     (no messaΓÇª
07:07:58.04  yohomefix.com  info   ╬╗ GET /plumber-brigantine-water-softener-repair                       200     (no messaΓÇª
07:07:58.04  yohomefix.com  info   ╬╗ GET /areas/pleasantville/08232/water-softener-repair                200     (no messaΓÇª
07:07:57.54  yohomefix.com  info   ╬╡ GET /plumber-northfield-nj-water-softener-repair                    200     (no messaΓÇª
07:07:57.53  yohomefix.com  info   ╬╡ GET /areas/tuscumbia/65082/drain-cleaning                           404     (no messaΓÇª
07:07:57.06  yohomefix.com  info   ╬╡ GET /plumber-brigantine-slab-leak-repair                            200     (no messaΓÇª
07:07:57.04  yohomefix.com  info   ╬╡ GET /plumber-holly-ridge-toilet-repair                              200     (no messaΓÇª
07:07:56.86  yohomefix.com  info   ╬╗ GET /areas/granite-city/62040/whole-house-repiping                  200     (no messaΓÇª
07:07:56.73  yohomefix.com  info   ╬╗ GET /areas/parkersburg/62452/sump-pump-repair                       404     (no messaΓÇª
07:07:56.64  yohomefix.com  info   ╬╗ GET /areas/three-rivers/78071/sewer-line-repair                     404     (no messaΓÇª
07:07:56.55  yohomefix.com  info   ╬╡ GET /areas/magnolia-nj/08049/toilet-repair                          200     (no messaΓÇª
07:07:56.49  yohomefix.com  info   ╬╡ GET /plumber-pullman-wv-sewer-line-repair                           200     (no messaΓÇª
07:07:56.33  yohomefix.com  info   ╬╗ GET /areas/kekoskee/53006/water-softener-repair                     404     (no messaΓÇª
07:07:56.30  yohomefix.com  info   ╬╗ GET /plumber-kilbourne-il-garbage-disposal-repair                   200     (no messaΓÇª
07:07:56.05  yohomefix.com  info   ╬╡ GET /plumber-shickshinny-water-heater-repair                        200     (no messaΓÇª
07:07:55.54  yohomefix.com  info   ╬╡ GET /plumber-north-topsail-beach-toilet-repair                      200     (no messaΓÇª
07:07:55.07  yohomefix.com  info   ╬╡ GET /areas/phoenix/85254/garbage-disposal-repair                    200     (no messaΓÇª
07:07:55.05  yohomefix.com  info   ╬╡ GET /plumber-beverly-nj-water-softener-repair                       200     (no messaΓÇª
07:07:55.04  yohomefix.com  info   ╬╡ GET /areas/wilmington/28411/toilet-repair                           200     (no messaΓÇª
07:07:54.81  yohomefix.com  info   ╬╡ GET /areas/glen-ellyn/60187/whole-house-repiping                    404     (no messaΓÇª
07:07:54.55  yohomefix.com  info   ╬╗ GET /areas/wilmington/28405/toilet-repair                           200     (no messaΓÇª
07:07:54.06  yohomefix.com  info   ╬╡ GET /plumber-allentown-nj-water-softener-repair                     200     (no messaΓÇª
07:07:54.05  yohomefix.com  info   ╬╡ GET /plumber-port-republic-slab-leak-repair                         200     (no messaΓÇª
07:07:53.83  yohomefix.com  info   ╬╡ GET /areas/white-lake/57383/garbage-disposal-repair                 404     (no messaΓÇª
07:07:53.74  yohomefix.com  info   ╬╗ GET /areas/hollandale/38721/water-softener-repair                   404     (no messaΓÇª
07:08:04.53  yohomefix.com  info   ╬╡ GET /plumber-hightstown-main-water-shutoff-valve-repair             ---     (no messaΓÇª
07:08:04.07  yohomefix.com  info   ╬╡ GET /plumber-wrightstown-nj-water-softener-repair                   ---     (no messaΓÇª
07:08:03.54  yohomefix.com  info   ╬╗ GET /plumber-atlantic-city-slab-leak-repair                         ---     (no messaΓÇª
07:08:03.05  yohomefix.com  info   ╬╡ GET /plumber-manchester-mo-drain-cleaning                           200     (no messaΓÇª
07:08:03.04  yohomefix.com  info   ╬╡ GET /areas/bruin/16050/drain-cleaning                               ---     (no messaΓÇª
07:08:02.54  yohomefix.com  info   ╬╗ GET /plumber-atlantic-city-water-softener-repair                    200     (no messaΓÇª
07:08:02.05  yohomefix.com  info   ╬╗ GET /plumber-port-republic-water-softener-repair                    200     (no messaΓÇª
07:08:02.04  yohomefix.com  info   ╬╗ GET /plumber-pleasantville-water-softener-repair                    200     (no messaΓÇª
07:08:01.54  yohomefix.com  info   ╬╡ GET /plumber-egg-harbor-city-garbage-disposal-repair                200     (no messaΓÇª
07:08:01.05  yohomefix.com  info   ╬╡ GET /plumber-brigantine-drain-cleaning                              200     (no messaΓÇª
07:08:01.04  yohomefix.com  info   ╬╡ GET /plumber-port-republic-drain-cleaning                           200     (no messaΓÇª
07:08:00.54  yohomefix.com  info   ╬╡ GET /areas/los-angeles/91411/water-softener-repair                  200     (no messaΓÇª
07:08:00.47  yohomefix.com  info   ╬╗ GET /areas/laredo/78041/faucet-repair                               200     (no messaΓÇª
07:08:00.47  yohomefix.com  info   ╬╡ GET /plumber-chula-sump-pump-repair                                 200     (no messaΓÇª
07:08:00.46  yohomefix.com  info   ╬╗ GET /plumber-wood-river-ne-whole-house-repiping                     200     (no messaΓÇª
07:08:00.46  yohomefix.com  info   ╬╡ GET /areas/winsted/55360/emergency                                  404     (no messaΓÇª
07:08:00.46  yohomefix.com  info   ╬╡ GET /areas/badin/28009/sump-pump-repair                             ---     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╗ GET /areas/sparta-mi/49345/water-heater-repair                      200     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╡ GET /areas/keller/76177/whole-house-repiping                        404     (no messaΓÇª
07:08:00.45  yohomefix.com  info   ╬╗ GET /areas/orem/84097/faucet-repair                                 ---     (no messaΓÇª
